uid;id_ariane;nom;num;numvoie;voie;codepost;commune;code_insee;reglement;surf_tot_m2;gestion;ann_ouvert;clos;openinghoursspecification;precision_horaires;acces;circulation;label;type_equip;eau;toilettes;chien;esp_can;photo;gid;openinghours;last_update_fme;horaires
PAR-69034-024;;Place Valentin Haüy;24;;Place Valentin Haüy;69300;Caluire-et-Cuire;69034;Non;2725,0;Association/Commune;;Non;;;;Piéton;Non;;Non;Non;Tenus en laisse;;;499;"[]";2023-07-25 13:25:54.148921+02:00;
PAR-69034-025;;Place Victor Basch;25;;Place Victor Basch;69300;Caluire-et-Cuire;69034;Non (sauf dans l'aire de jeux);909,0;Commune/Métropole;;Non;;;;Piéton;Non;Aire de jeux;Non;Non;Tenus en laisse;;;500;"[]";2023-07-25 13:25:54.149089+02:00;
PAR-69034-026;;Promenade Quai Bellevue;26;;Du Pont Winston Churchill au Parc des Berges;69300;Caluire-et-Cuire;69034;Non;16234,0;Commune/Métropole;;Non;;;;Piéton;Non;;Non;Non;Tenus en laisse;;;501;"[]";2023-07-25 13:25:54.149275+02:00;
PAR-69034-027;;Roseraie de Montessuy;27;;Face à la place Louis Braille;69300;Caluire-et-Cuire;69034;Non;3850,0;Commune;;Non;;;;Piéton;Non;;Non;Non;Tenus en laisse;;;502;"[]";2023-07-25 13:25:54.149452+02:00;
PAR-69034-028;;Roseraie de Saint Clair;28;;Dans le Parc des Berges;69300;Caluire-et-Cuire;69034;Non;21724,0;Commune;;Non;;;;Piéton;Non;;Non;Non;Tenus en laisse;;;503;"[]";2023-07-25 13:25:54.149619+02:00;
PAR-69034-029;;Sentier du Bois de la Caille;29;6 - 8;rue du Bois de la Caille;69300;Caluire-et-Cuire;69034;Oui;934,0;Commune;;Non;;;;Piéton;Non;;Non;Non;Tenus en laisse;;;504;"[]";2023-07-25 13:25:54.149807+02:00;
PAR-69034-030;;Square André Lassagne;30;25;Avenue du Général de Gaulle;69300;Caluire-et-Cuire;69034;Non (sauf dans l'aire de jeux);8517,0;Commune;;Non;;;;Piéton;Non;Aire de jeux;Non;Non;Tenus en laisse;;;505;"[]";2023-07-25 13:25:54.149979+02:00;
PAR-69034-031;;Square Butte aux Indiens;31;;Allée Turba Choux;69300;Caluire-et-Cuire;69034;Oui;13681,0;Commune;;Non;;;;Piéton;Non;Aire de jeux;Non;Non;Tenus en laisse;;;506;"[]";2023-07-25 13:25:54.150150+02:00;
PAR-69034-032;;Square Charles Péguy;32;;Rue Charles Péguy;69300;Caluire-et-Cuire;69034;Non;755,0;Commune;;Non;;;;Piéton;Non;;Non;Non;Tenus en laisse;;;507;"[]";2023-07-25 13:25:54.150324+02:00;
PAR-69034-045;;Square Joseph Basse;45;36;rue Pierre Bourgeois;69300;Caluire-et-Cuire;69034;Oui;454,0;Commune;;Oui;;;;Piéton;Non;Aire de jeux;Non;Non;Tenus en laisse;;;520;"[]";2023-07-25 13:25:54.152743+02:00;
PAR-69034-046;;Square Louis Dufour;46;14;avenue Louis Dufour;69300;Caluire-et-Cuire;69034;Non (sauf dans l'aire de jeux);2742,0;Commune;;Non;;;;Piéton;Non;Aire de jeux;Non;Non;Tenus en laisse;;;521;"[]";2023-07-25 13:25:54.152931+02:00;
PAR-69034-047;;Square Mick Micheyl;47;;Angle rue Pasteur et rue de Montessuy;69300;Caluire-et-Cuire;69034;Oui;1092,0;Commune;;Non;;;;Piéton;Non;;Non;Non;Tenus en laisse;;;522;"[]";2023-07-25 13:25:54.153105+02:00;
PAR-69034-048;;Square Niel;48;;Avant le 6 rue Bissardon;69300;Caluire-et-Cuire;69034;Non (sauf dans l'aire de jeux);316,0;Commune;;Non;;;;Piéton;Non;Aire de jeux;Non;Non;Tenus en laisse;;;523;"[]";2023-07-25 13:25:54.153308+02:00;
PAR-69034-051;;Stade ferré;51;15;Boulevard Paul Doumer;69300;Caluire-et-Cuire;69034;Non;7770,0;Commune;;Oui;;;;Piéton;Non;;Non;Non;Libre en dehors des heures scolaires/interdit pendant les heures scolaires;;;526;"[]";2023-11-27 15:01:19.874816+01:00;
PAR-69034-052;;Voie Verte;52;;Voie de la Dombes;69300;Caluire-et-Cuire;69034;Non;101534,0;Commune/Métropole;;Non;;;;Piéton/Vélo;Non;Stations vitalité;Oui;Oui;Tenus en laisse;Propreté;;527;"[]";2023-07-25 13:25:54.154115+02:00;
PAR-69034-013;;Jardin d'Eden;13;;Avenue Jean Monnet (le long de la voie Verte);69300;Caluire-et-Cuire;69034;Non;1213,0;Commune;2022;Non;;;;Piéton;Non;;Non;Non;Tenus en laisse;;;488;"[]";2023-11-27 15:01:19.865764+01:00;
PAR-69034-053;;Square Geneviève de Gaulle-Anthonioz;53;22;rue Lucien Maître;69300;Caluire-et-Cuire;69034;Oui;741,0;Commune;2023;Oui;;;;Piéton;Non;Aire de jeux;Oui;Non;Interdit;;;529;"[]";2023-11-27 15:01:19.875304+01:00;
